\C[21]【ｸｰﾙﾀｲﾑ:1】,の闇の瘴気が暴発する！,
1691,握り潰し,敵単体にダメージを与える。
(会心対応),の攻撃！,
1692,,,,
1693,岩石→痛恨,敵単体にダメージを与える。
(会心対応),はガレキを投げつけてきた！,
1694,エクスターミネイト,,のエクスターミネイト！,
1695,メイデン,,のアイアンメイデン！,
1696,アイアンメイデン,,,
1697,ウルシーラ,,はウルシーラを唱えた！,
1698,,,,
1699,シャケブレイク,,はシャケブレイクを放った！,
1700,ボルテックス,ほとばしる雷撃で敵を裂く。確率で怯ませる。
\C[21]【ｸｰﾙﾀｲﾑ:2】,のイーヴィル・ボルテックス！,
1701,,,,
1702,バフキエール,,はバフキエールを放った！,
1703,,,,
1704,切身攻撃,敵単体にダメージを与える。
(会心対応),の攻撃！,
1705,切身攻撃,敵単体にダメージを与える。
(会心対応),の攻撃！,
1706,詠唱・切身,,の魔法攻撃！,
1707,ネハンフラッシュ,,はネハンフラッシュを放った！,
1708,グラレA,,,
1709,グラレB,,,
1710,グラトニー,,のグラトニーレイン！,
1711,レイン,聖なる十字架を掲げ 敵全体に光の奔流
防御力無視の攻撃 \C[21]【ｸｰﾙﾀｲﾑ:1】,,
1712,アイアンメイデン,,,
1713,リブロキュラス,敵単体にダメージを与える。
(会心対応),はリブロキュラスを唱えた！,ピンチの沼に 死の閃光！
1714,オボレーナ・Lv4,,はオボレーナ・Lv4を唱えた！,
1715,無行動,,は嘲笑っている・・・,
1716,,,,
1717,ホモビ・カリバー,究極の一撃で敵一体を粛正する。
\C[21]【ｸｰﾙﾀｲﾑ:6】,のホモビ・カリバー【極】！！,
1718,ホモビ・カリバー,究極の一撃で敵一体を粛正する。
\C[21]【ｸｰﾙﾀｲﾑ:6】,のホモビ・カリバー【極】！！,
1719,ホモビ・カリバー,究極の一撃で敵一体を粛正する。
\C[21]【ｸｰﾙﾀｲﾑ:6】,のホモビ・カリバー【極】！！,
1720,ホモビ・カリバー,究極の一撃で敵一体を粛正する。
\C[21]【ｸｰﾙﾀｲﾑ:6】,のホモビ・カリバー【極】！！,
1721,,,,
1722,大悶絶ストライク,目からビームで敵全体を焼き払う,の瞳から熱線がほとばしる！,
1723,マイドニックレーザー,,のマイドニックレーザー！,
1724,,,,
1725,リーサルドーズ,大量のマザイをブチ撒ける。防御0の相手に威力2倍
【魔:\I[6120]】,はリーサルドーズを放った！,
1726,,,,
1727,Killing of fury,\C[10]-ｷﾘﾝｸﾞ･ｵﾌﾞ･ﾌｭｰﾘｰ-
獲物を本能がままに八つ裂きにする。ピンチ時威力2倍,はKilling of furyを放った！,
1728,フューリー,,,
1729,,,,
1730,HPMP回復,,,
1731,タマキンジェノサイド,大事なところを貫き、当たれば会心の一撃。,の狙いすました一撃！,オルスアポロの効果で命中率が上昇！
1732,慢心って言葉知ってる？,旋風を発生させ、当たれば会心の一撃。,の狙いすました一撃！,オルスアポロの効果で命中率が上昇！
1733,ボンボコクロー,適当に殺す。当たれば会心の一撃。,の狙いすました一撃！,オルスアポロの効果で命中率が上昇！
1734,虚無の一矢,当たれば そのターンの間 相手の 防御力が 0になる
確定会心【先制】 ,の狙いすました一撃！,オルスアポロの効果で命中率が上昇！
1735,,,,
1736,ホモビ 撃破,,ホモビ型ロボットをたおした！,
1737,ホモビ 撃破,,ホモビ型ロボットは大爆破を起こした！,
1738,,,,
1739,SPｽｷﾙ【ﾃﾞｯﾄﾞ･ﾎﾘｯｸ】,不死身になり 攻撃が上昇。解除後 自身に被ダメ2倍付与
【即発動】\C[21]【ｸｰﾙﾀｲﾑ:3】 ,のデッド・ホリック！,
1740,禁断症状,,禁断症状の反動が襲いかかる！,
1741,焼却ビーム,目からビームで敵全体を焼き払う。
【魔:\I[6125]】,の瞳から熱線がほとばしる！,
1742,イーヴィル・ボルテックス,ほとばしる雷撃で敵を裂く。確率で怯ませる。
【魔:\I[6122]】【ｽﾀﾝ付与(30%)】\C[21]【ｸｰﾙﾀｲﾑ:1】,の咆哮と共に雷撃がほとばしる！,
1743,攻撃刀,敵単体にダメージを与える。
(会心対応),の攻撃！,
1744,,,,
1745,ライフル攻撃,,の攻撃！,
1746,攻撃刀,敵単体にダメージを与える。
(会心対応),の攻撃！,
1747,憤怒突き,暴れ狂い、敵を選ばず5連攻撃
【物:\I[6142]】\C[21]【ｸｰﾙﾀｲﾑ:1】,は暴れ狂った！,
1748,ホモビ・カリバー,究極の一撃で敵一体を粛正する。
【物:\I[6142]】\C[21]【ｸｰﾙﾀｲﾑ:1】,はホモビ・カリバーを放った！,
1749,精神統一,精神を統一してMPを回復する。,は精神を集中させた！,
1750,デンジフラッシュ,強烈な光を放ち 敵全体に高確率で目潰し効果
【目潰し付与(65%)】\C[21]【ｸｰﾙﾀｲﾑ:1】,のデンジフラッシュ！,
1751,ツメテーナ・Lv4,,,
1752,,,,
1753,早くお休みのキスして,敵全体に通常攻撃と同じ威力の 電撃を放つ。
【魔:\I[6122]】,,「早くお休みのキスして」
1754,,,,
1755,デルタ・ボルタ,破壊的な雷撃で 敵全体を引き裂く。
【魔:\I[6122]】【ｽﾀﾝ付与(20%)】,は放電した！,
1756,ツメテーナ・Lv4,,,
1757,ヤニ・ストレート,威力の上下が大きいが、会心率が高い。
【物:\I[6142]】,はヤニ・ストレートを放った！,
1758,,,,
1759,攻撃,敵単体にダメージを与える。
(会心対応),の攻撃！,
1760,,,,
1761,ラミア攻撃,敵単体にダメージを与える。
(会心対応),の攻撃！,
1762,ポイズン,,は毒をぶちまけた！！,
1763,,,,
1764,モロモロイ,敵全体の防御力を下げる。,はモロモロイを唱えた！,
1765,パイロハリケーン,,はパイロハリケーンを放った！,
1766,,,,
1767,敵詠唱・雷3,,の魔法攻撃！,
1768,シビレーナ・Lv3,,はシビレーナ・Lv3を唱えた！,
1769,,,,
1770,トゥルン・ストレート,威力の上下が大きいが、会心率が高い。,はトゥルン・ストレートを放った！,
1771,サイクロ光線,目からビームで敵全体を焼き払う,はサイクロ光線を放った！,
1772,アモーレパンチ,目にもとまらぬ速さで先制攻撃。
確率でスタンさせる,はアモーレパンチを放った！,
1773,メガボンバー,超体重を活かした衝撃波で敵全体を攻撃,はメガボンバーを放った！,
1774,,,,
1775,グラサンフラッシュ,敵全体を確率で目潰し状態にする。
,はグラサンフラッシュを放った！,
1776,,,,
1777,シンシオリCSバーサク1,,コマンダースキル発動！,
1778,,,,
1779,アメノカゴユミ,敵単体にダメージを与える。
(会心対応),の攻撃！,
1780,SPｽｷﾙ【ｱﾒﾉｶｺﾞﾕﾐ】,絶技で8連攻撃。3ターン通常攻撃が 8連攻撃に変化
【即発動】\C[21]【ｸｰﾙﾀｲﾑ:5】 ,の通常攻撃が8連攻撃に変化！,
1781,アメノカゴユミ,敵単体にダメージを与える。
(会心対応),アメノカゴユミ発動！！,
1782,,,,
1783,シビレーナ・Lv4,雷撃の魔法が敵全体を襲う
確率で スタンさせる,の魔法攻撃！,
1784,シビレーナ・Lv4,,はシビレーナ・Lv4を唱えた！,
1785,フカレーナ・Lv4,旋風の魔法が敵全体を切り刻む
確率で 防御力を下げる,の魔法攻撃！,
1786,フカレーナ・Lv4,,はフカレーナ・Lv4を唱えた！,
1787,かまいたち,敵単体にダメージを与える。
(会心対応),はカマイタチを放った！,
1788,かまいたち,聖なる十字架を掲げ 敵全体に光の奔流
防御力無視の攻撃 \C[21]【ｸｰﾙﾀｲﾑ:1】,,
1789,arakusuカオスマトリシカ,ランダムに三発 雷撃を叩き込む。,はカオスマトリシカを放った！,
1790,ライフル攻撃,,の攻撃！,
1791,シビレーナ・Lv4,雷撃の魔法が敵全体を襲う
確率で スタンさせる,の魔法攻撃！,
1792,シビレーナ・Lv4,,はシビレーナ・Lv4を唱えた！,
1793,フカレーナ・Lv4,旋風の魔法が敵全体を切り刻む
確率で 防御力を下げる,の魔法攻撃！,
1794,フカレーナ・Lv4,,はフカレーナ・Lv4を唱えた！,
1795,,,,
1796,arakusuカオスマトリシカ,ランダムに三発 雷撃を叩き込む。,はカオスマトリシカを放った！,
1797,かまいたち,敵単体にダメージを与える。
(会心対応),はカマイタチを放った！,
1798,かまいたち,聖なる十字架を掲げ 敵全体に光の奔流
防御力無視の攻撃 \C[21]【ｸｰﾙﾀｲﾑ:1】,,
1799,,,,
1800,ゴッドゾーン,使用ターンの間、味方全員にダメージ無効バリアを展開。
\C[21]【ｸｰﾙﾀｲﾑ:3】\C[0]【先制発動】 ,はゴッドゾーンを唱えた！,
1801,ダイナモシャワー,,のダイナモシャワー！,
1802,ライフル攻撃,,の攻撃！,
1803,珍雷,,は凄まじい雷電を発生させた！,
1804,暴風,,は暴風を呼び起こした！,
1805,フラジャーナ,,はフラジャーナを唱えた！,
1806,雷撃魔法陣,,は雷撃魔法陣を展開！,
1807,ライフル攻撃,,の攻撃！,
1808,ライフル攻撃,,の攻撃！,
1809,風撃魔法陣,,は旋風魔法陣を展開！,
1810,風陣暴風,,は旋風魔法陣を展開！,
1811,シビレーナ・Lv4,雷撃の魔法が敵全体を襲う
確率で スタンさせる,の魔法攻撃！,
1812,シビレーナ・Lv4,,はシビレーナ・Lv4を唱えた！,
1813,雷撃魔法陣,,は雷撃魔法陣を展開！,
1814,【TR】敵攻撃,敵単体にダメージを与える。
(会心対応),の攻撃！,
1815,をたおした！,,をたおした！,
1816,トライアルHP表示ログ,,トライアル開始！,
1817,ターンHP表示ログ,,エネミーHP：\V[759],
1818,詠唱・炎3,,の魔法攻撃！,
1819,【TR】カオスマトリシカ敵,ランダムに三発雷撃を叩き込む。,はカオスマトリシカを唱えた！,
1820,【TR】チェーンプリズン,鎖を敵全体にからませて攻撃
確率でスタンさせる,はチェーンプリズンを放った！,
1821,【TR】攻撃刀通常,敵単体にダメージを与える。
(会心対応),の攻撃！,
1822,【TR】攻撃刀痛恨,敵単体にダメージを与える。
(会心対応),の攻撃！,
1823,【TR】boss攻撃,敵単体にダメージを与える。
(会心対応),の攻撃！,
1824,トライアル1,,\C[14]回復スキル遮断状態で勝利せよ！,
1825,トライアル2,,\C[14]HPを500以上維持して勝利せよ！,
1826,トライアル3,,\C[14]ピンチ状態で勝利せよ！,
1827,トライアル4,,\C[14]被ダメージ2倍付与！,
1828,トライアル5,,\C[14]初期MP0のハンデで勝利せよ！,
1829,トライアル6,,\C[14]毎ターン敵の能力値が変動！,
1830,充電,身を守りながらランダムで5発ライフルを乱射する。
\C[21]【ｸｰﾙﾀｲﾑ:1】,は充電した！,
1831,ムキムキ・アルケム,味方一人の攻撃力を大きく強化する。 
,の能力が変動！,攻撃力が上昇し、防御力が下降！
1832,,,,
1833,【TR】義理ガン堀ミサイル,,の攻撃！,
1834,シャッフル,APPを15チャージし、次のターンの攻撃力が大きく上昇。
\C[21]【ｸｰﾙﾀｲﾑ:1】,「Eeny,meeny?,
1835,本命ガン堀ミサイル,,は一斉にミサイルを放った！,
1836,,,,
1837,,,,
1838,【TR】肉汁スプラッシュ,灼熱の炎で敵全体を攻撃,は肉汁スプラッシュを放った！,
1839,【TR】アイアンニンジン,,はアイアンニンジンを放った！,
1840,,,,
1841,トライアル7,,\C[14]MPが0の状態で勝利せよ！,
1842,,,,
1843,レクイエスファンタ,カードが敵を切り刻む。会心の一撃が出やすい。
【物:\I[6142]】【ｼｬｯﾌﾙ発動(\C[3]100%\C[0])】\C[21]【ｸｰﾙﾀｲﾑ:1】,はレクイエスファンタを放った！,
1844,連続シャッフル,,シャッフル発動！,マリキン「Eeny,meeny?
1845,マイドニック・ノヴァ,魔力を凝縮し敵一体に4連撃レーザーを放つ。
【魔:\I[6125]】【ｼｬｯﾌﾙ発動(\C[3]100%\C[0])】,はマイドニック・ノヴァを放った！,
1846,ノヴァ,,,
1847,,,,
1848,一家心中,炎の魔力を持つカードが敵全体に降り注ぐ。
確率で敵の熱爆耐性を下げる,は一家心中を放った！,
1849,バクシ・ダンサー,ばらまいたカードが 全体を巻き込む魔力爆破で攻撃。
スタン中の敵に対して威力が2倍になる。\C[21]【ｸｰﾙﾀｲﾑ:1】,はバクシ・ダンサーを放った！,
1850,,,,
1851,エクストリーム・ノヴァ,魔力を解き放ち 敵全体に破壊光線。
【魔:\I[6125]】\C[21]【ｸｰﾙﾀｲﾑ:3】,のエクストリーム・ノヴァ！！,
